name,email,password,role,roll_no,department
Student 406,student406@citchennai.net,password123,STUDENT,22MECH406,MECH
Student 407,student407@citchennai.net,password123,STUDENT,23AI-DS407,AI-DS
Student 408,student408@citchennai.net,password123,STUDENT,22BME408,BME
Student 409,student409@citchennai.net,password123,STUDENT,23IT409,IT
Student 410,student410@citchennai.net,password123,STUDENT,22AI-DS410,AI-DS
Student 411,student411@citchennai.net,password123,STUDENT,22CSE411,CSE
Student 412,student412@citchennai.net,password123,STUDENT,22IT412,IT
Student 413,student413@citchennai.net,password123,STUDENT,22ECE413,ECE
Student 414,student414@citchennai.net,password123,STUDENT,22EEE414,EEE
Student 415,student415@citchennai.net,password123,STUDENT,21IT415,IT
Student 416,student416@citchennai.net,password123,STUDENT,21BME416,BME
Student 417,student417@citchennai.net,password123,STUDENT,22CSE417,CSE
Student 418,student418@citchennai.net,password123,STUDENT,22EEE418,EEE
Student 419,student419@citchennai.net,password123,STUDENT,22CIVIL419,CIVIL
Student 420,student420@citchennai.net,password123,STUDENT,22EEE420,EEE
Student 421,student421@citchennai.net,password123,STUDENT,22IT421,IT
Student 422,student422@citchennai.net,password123,STUDENT,24MECH422,MECH
Student 423,student423@citchennai.net,password123,STUDENT,21AI-DS423,AI-DS
Student 424,student424@citchennai.net,password123,STUDENT,24MECH424,MECH
Student 425,student425@citchennai.net,password123,STUDENT,21AI-DS425,AI-DS
Student 426,student426@citchennai.net,password123,STUDENT,23MECH426,MECH
Student 427,student427@citchennai.net,password123,STUDENT,22CSE427,CSE
Student 428,student428@citchennai.net,password123,STUDENT,24CSE428,CSE
Student 429,student429@citchennai.net,password123,STUDENT,21IT429,IT
Student 430,student430@citchennai.net,password123,STUDENT,24ECE430,ECE
Student 431,student431@citchennai.net,password123,STUDENT,24CIVIL431,CIVIL
Student 432,student432@citchennai.net,password123,STUDENT,24MECH432,MECH
Student 433,student433@citchennai.net,password123,STUDENT,24CSE433,CSE
Student 434,student434@citchennai.net,password123,STUDENT,23ECE434,ECE
Student 435,student435@citchennai.net,password123,STUDENT,21CIVIL435,CIVIL
Student 436,student436@citchennai.net,password123,STUDENT,24MECH436,MECH
Student 437,student437@citchennai.net,password123,STUDENT,21ECE437,ECE
Student 438,student438@citchennai.net,password123,STUDENT,23IT438,IT
Student 439,student439@citchennai.net,password123,STUDENT,23EEE439,EEE
Student 440,student440@citchennai.net,password123,STUDENT,24CIVIL440,CIVIL
Student 441,student441@citchennai.net,password123,STUDENT,21MECH441,MECH
Student 442,student442@citchennai.net,password123,STUDENT,22IT442,IT
Student 443,student443@citchennai.net,password123,STUDENT,23EEE443,EEE
Student 444,student444@citchennai.net,password123,STUDENT,23CIVIL444,CIVIL
Student 445,student445@citchennai.net,password123,STUDENT,24ECE445,ECE
Student 446,student446@citchennai.net,password123,STUDENT,22AI-DS446,AI-DS
Student 447,student447@citchennai.net,password123,STUDENT,22CSE447,CSE
Student 448,student448@citchennai.net,password123,STUDENT,24MECH448,MECH
Student 449,student449@citchennai.net,password123,STUDENT,22EEE449,EEE
Student 450,student450@citchennai.net,password123,STUDENT,24MECH450,MECH
Student 451,student451@citchennai.net,password123,STUDENT,23IT451,IT
Student 452,student452@citchennai.net,password123,STUDENT,22ECE452,ECE
Student 453,student453@citchennai.net,password123,STUDENT,22MECH453,MECH
Student 454,student454@citchennai.net,password123,STUDENT,23BME454,BME
Student 455,student455@citchennai.net,password123,STUDENT,24EEE455,EEE
Student 456,student456@citchennai.net,password123,STUDENT,24IT456,IT
Student 457,student457@citchennai.net,password123,STUDENT,24CSE457,CSE
Student 458,student458@citchennai.net,password123,STUDENT,22CIVIL458,CIVIL
Student 459,student459@citchennai.net,password123,STUDENT,24MECH459,MECH
Student 460,student460@citchennai.net,password123,STUDENT,21IT460,IT
Student 461,student461@citchennai.net,password123,STUDENT,23MECH461,MECH
Student 462,student462@citchennai.net,password123,STUDENT,21MECH462,MECH
Student 463,student463@citchennai.net,password123,STUDENT,21BME463,BME
Student 464,student464@citchennai.net,password123,STUDENT,21IT464,IT
Student 465,student465@citchennai.net,password123,STUDENT,22BME465,BME
Student 466,student466@citchennai.net,password123,STUDENT,24CIVIL466,CIVIL
Student 467,student467@citchennai.net,password123,STUDENT,24EEE467,EEE
Student 468,student468@citchennai.net,password123,STUDENT,23MECH468,MECH
Student 469,student469@citchennai.net,password123,STUDENT,24CIVIL469,CIVIL
Student 470,student470@citchennai.net,password123,STUDENT,23EEE470,EEE
Student 471,student471@citchennai.net,password123,STUDENT,24CSE471,CSE
Student 472,student472@citchennai.net,password123,STUDENT,22AI-DS472,AI-DS
Student 473,student473@citchennai.net,password123,STUDENT,21AI-DS473,AI-DS
Student 474,student474@citchennai.net,password123,STUDENT,23BME474,BME
Student 475,student475@citchennai.net,password123,STUDENT,24CSE475,CSE
Student 476,student476@citchennai.net,password123,STUDENT,23EEE476,EEE
Student 477,student477@citchennai.net,password123,STUDENT,24ECE477,ECE
Student 478,student478@citchennai.net,password123,STUDENT,24MECH478,MECH
Student 479,student479@citchennai.net,password123,STUDENT,24CIVIL479,CIVIL
Student 480,student480@citchennai.net,password123,STUDENT,23EEE480,EEE
Student 481,student481@citchennai.net,password123,STUDENT,23MECH481,MECH
Student 482,student482@citchennai.net,password123,STUDENT,24IT482,IT
Student 483,student483@citchennai.net,password123,STUDENT,21EEE483,EEE
Student 484,student484@citchennai.net,password123,STUDENT,22ECE484,ECE
Student 485,student485@citchennai.net,password123,STUDENT,22CIVIL485,CIVIL
Student 486,student486@citchennai.net,password123,STUDENT,21IT486,IT
Student 487,student487@citchennai.net,password123,STUDENT,23IT487,IT
Student 488,student488@citchennai.net,password123,STUDENT,22ECE488,ECE
Student 489,student489@citchennai.net,password123,STUDENT,23CIVIL489,CIVIL
Student 490,student490@citchennai.net,password123,STUDENT,22IT490,IT
Student 491,student491@citchennai.net,password123,STUDENT,24ECE491,ECE
Student 492,student492@citchennai.net,password123,STUDENT,22CSE492,CSE
Student 493,student493@citchennai.net,password123,STUDENT,21IT493,IT
Student 494,student494@citchennai.net,password123,STUDENT,22IT494,IT
Student 495,student495@citchennai.net,password123,STUDENT,21BME495,BME
Student 496,student496@citchennai.net,password123,STUDENT,23BME496,BME
Student 497,student497@citchennai.net,password123,STUDENT,22ECE497,ECE
Student 498,student498@citchennai.net,password123,STUDENT,24BME498,BME
Student 499,student499@citchennai.net,password123,STUDENT,24CIVIL499,CIVIL
Student 500,student500@citchennai.net,password123,STUDENT,23AI-DS500,AI-DS
Student 501,student501@citchennai.net,password123,STUDENT,23ECE501,ECE
Student 502,student502@citchennai.net,password123,STUDENT,24CSE502,CSE
Student 503,student503@citchennai.net,password123,STUDENT,22EEE503,EEE
Student 504,student504@citchennai.net,password123,STUDENT,23EEE504,EEE
Student 505,student505@citchennai.net,password123,STUDENT,24AI-DS505,AI-DS
Student 506,student506@citchennai.net,password123,STUDENT,21BME506,BME
Student 507,student507@citchennai.net,password123,STUDENT,21BME507,BME
Student 508,student508@citchennai.net,password123,STUDENT,21AI-DS508,AI-DS
Student 509,student509@citchennai.net,password123,STUDENT,24BME509,BME
Student 510,student510@citchennai.net,password123,STUDENT,22EEE510,EEE
Student 511,student511@citchennai.net,password123,STUDENT,24CSE511,CSE
Student 512,student512@citchennai.net,password123,STUDENT,22BME512,BME
Student 513,student513@citchennai.net,password123,STUDENT,23CIVIL513,CIVIL
Student 514,student514@citchennai.net,password123,STUDENT,22BME514,BME
Student 515,student515@citchennai.net,password123,STUDENT,23MECH515,MECH
Student 516,student516@citchennai.net,password123,STUDENT,23EEE516,EEE
Student 517,student517@citchennai.net,password123,STUDENT,22IT517,IT
Student 518,student518@citchennai.net,password123,STUDENT,22CIVIL518,CIVIL
Student 519,student519@citchennai.net,password123,STUDENT,22ECE519,ECE
Student 520,student520@citchennai.net,password123,STUDENT,22EEE520,EEE
Student 521,student521@citchennai.net,password123,STUDENT,23CSE521,CSE
Student 522,student522@citchennai.net,password123,STUDENT,21ECE522,ECE
Student 523,student523@citchennai.net,password123,STUDENT,24CSE523,CSE
Student 524,student524@citchennai.net,password123,STUDENT,24CIVIL524,CIVIL
Student 525,student525@citchennai.net,password123,STUDENT,23BME525,BME
Student 526,student526@citchennai.net,password123,STUDENT,21CSE526,CSE
Student 527,student527@citchennai.net,password123,STUDENT,22ECE527,ECE
Student 528,student528@citchennai.net,password123,STUDENT,21MECH528,MECH
Student 529,student529@citchennai.net,password123,STUDENT,22EEE529,EEE
Student 530,student530@citchennai.net,password123,STUDENT,21MECH530,MECH
Student 531,student531@citchennai.net,password123,STUDENT,23BME531,BME
Student 532,student532@citchennai.net,password123,STUDENT,22EEE532,EEE
Student 533,student533@citchennai.net,password123,STUDENT,23IT533,IT
Student 534,student534@citchennai.net,password123,STUDENT,22EEE534,EEE
Student 535,student535@citchennai.net,password123,STUDENT,23ECE535,ECE
Student 536,student536@citchennai.net,password123,STUDENT,22EEE536,EEE
Student 537,student537@citchennai.net,password123,STUDENT,23EEE537,EEE
Student 538,student538@citchennai.net,password123,STUDENT,21ECE538,ECE
Student 539,student539@citchennai.net,password123,STUDENT,22IT539,IT
Student 540,student540@citchennai.net,password123,STUDENT,23BME540,BME
Student 541,student541@citchennai.net,password123,STUDENT,22BME541,BME
Student 542,student542@citchennai.net,password123,STUDENT,23AI-DS542,AI-DS
Student 543,student543@citchennai.net,password123,STUDENT,23BME543,BME
Student 544,student544@citchennai.net,password123,STUDENT,23CIVIL544,CIVIL
Student 545,student545@citchennai.net,password123,STUDENT,24EEE545,EEE
Student 546,student546@citchennai.net,password123,STUDENT,21CSE546,CSE
Student 547,student547@citchennai.net,password123,STUDENT,24EEE547,EEE
Student 548,student548@citchennai.net,password123,STUDENT,24MECH548,MECH
Student 549,student549@citchennai.net,password123,STUDENT,24MECH549,MECH
Student 550,student550@citchennai.net,password123,STUDENT,23CIVIL550,CIVIL
Student 551,student551@citchennai.net,password123,STUDENT,23BME551,BME
Student 552,student552@citchennai.net,password123,STUDENT,21MECH552,MECH
Student 553,student553@citchennai.net,password123,STUDENT,22EEE553,EEE
Student 554,student554@citchennai.net,password123,STUDENT,23ECE554,ECE
Student 555,student555@citchennai.net,password123,STUDENT,22EEE555,EEE
Student 556,student556@citchennai.net,password123,STUDENT,23AI-DS556,AI-DS
Student 557,student557@citchennai.net,password123,STUDENT,21CIVIL557,CIVIL
Student 558,student558@citchennai.net,password123,STUDENT,24BME558,BME
Student 559,student559@citchennai.net,password123,STUDENT,23CSE559,CSE
Student 560,student560@citchennai.net,password123,STUDENT,23EEE560,EEE
Student 561,student561@citchennai.net,password123,STUDENT,21IT561,IT
Student 562,student562@citchennai.net,password123,STUDENT,24CSE562,CSE
Student 563,student563@citchennai.net,password123,STUDENT,23IT563,IT
Student 564,student564@citchennai.net,password123,STUDENT,21ECE564,ECE
Student 565,student565@citchennai.net,password123,STUDENT,21IT565,IT
Student 566,student566@citchennai.net,password123,STUDENT,24IT566,IT
Student 567,student567@citchennai.net,password123,STUDENT,23IT567,IT
Student 568,student568@citchennai.net,password123,STUDENT,24EEE568,EEE
Student 569,student569@citchennai.net,password123,STUDENT,22ECE569,ECE
Student 570,student570@citchennai.net,password123,STUDENT,24ECE570,ECE
Student 571,student571@citchennai.net,password123,STUDENT,24ECE571,ECE
Student 572,student572@citchennai.net,password123,STUDENT,22EEE572,EEE
Student 573,student573@citchennai.net,password123,STUDENT,21CIVIL573,CIVIL
Student 574,student574@citchennai.net,password123,STUDENT,23BME574,BME
Student 575,student575@citchennai.net,password123,STUDENT,23IT575,IT
Student 576,student576@citchennai.net,password123,STUDENT,21CIVIL576,CIVIL
Student 577,student577@citchennai.net,password123,STUDENT,23EEE577,EEE
Student 578,student578@citchennai.net,password123,STUDENT,24IT578,IT
Student 579,student579@citchennai.net,password123,STUDENT,24ECE579,ECE
Student 580,student580@citchennai.net,password123,STUDENT,24EEE580,EEE
Student 581,student581@citchennai.net,password123,STUDENT,22AI-DS581,AI-DS
Student 582,student582@citchennai.net,password123,STUDENT,21CSE582,CSE
Student 583,student583@citchennai.net,password123,STUDENT,22AI-DS583,AI-DS
Student 584,student584@citchennai.net,password123,STUDENT,21MECH584,MECH
Student 585,student585@citchennai.net,password123,STUDENT,21ECE585,ECE
Student 586,student586@citchennai.net,password123,STUDENT,22ECE586,ECE
Student 587,student587@citchennai.net,password123,STUDENT,22MECH587,MECH
Student 588,student588@citchennai.net,password123,STUDENT,23IT588,IT
Student 589,student589@citchennai.net,password123,STUDENT,21CIVIL589,CIVIL
Student 590,student590@citchennai.net,password123,STUDENT,24BME590,BME
Student 591,student591@citchennai.net,password123,STUDENT,24MECH591,MECH
Student 592,student592@citchennai.net,password123,STUDENT,23IT592,IT
Student 593,student593@citchennai.net,password123,STUDENT,22ECE593,ECE
Student 594,student594@citchennai.net,password123,STUDENT,21MECH594,MECH
Student 595,student595@citchennai.net,password123,STUDENT,23IT595,IT
Student 596,student596@citchennai.net,password123,STUDENT,23EEE596,EEE
Student 597,student597@citchennai.net,password123,STUDENT,23IT597,IT
Student 598,student598@citchennai.net,password123,STUDENT,21BME598,BME
Student 599,student599@citchennai.net,password123,STUDENT,21AI-DS599,AI-DS
Student 600,student600@citchennai.net,password123,STUDENT,24AI-DS600,AI-DS
Student 601,student601@citchennai.net,password123,STUDENT,23EEE601,EEE
Student 602,student602@citchennai.net,password123,STUDENT,24AI-DS602,AI-DS
Student 603,student603@citchennai.net,password123,STUDENT,22CSE603,CSE
Student 604,student604@citchennai.net,password123,STUDENT,21AI-DS604,AI-DS
Student 605,student605@citchennai.net,password123,STUDENT,23IT605,IT
Student 606,student606@citchennai.net,password123,STUDENT,24ECE606,ECE
Student 607,student607@citchennai.net,password123,STUDENT,24MECH607,MECH
Student 608,student608@citchennai.net,password123,STUDENT,24CIVIL608,CIVIL
Student 609,student609@citchennai.net,password123,STUDENT,21MECH609,MECH
Student 610,student610@citchennai.net,password123,STUDENT,21CSE610,CSE
Student 611,student611@citchennai.net,password123,STUDENT,23AI-DS611,AI-DS
Student 612,student612@citchennai.net,password123,STUDENT,23AI-DS612,AI-DS
Student 613,student613@citchennai.net,password123,STUDENT,22AI-DS613,AI-DS
Student 614,student614@citchennai.net,password123,STUDENT,21ECE614,ECE
Student 615,student615@citchennai.net,password123,STUDENT,24EEE615,EEE
Student 616,student616@citchennai.net,password123,STUDENT,22CSE616,CSE
Student 617,student617@citchennai.net,password123,STUDENT,24CSE617,CSE
Student 618,student618@citchennai.net,password123,STUDENT,23CIVIL618,CIVIL
Student 619,student619@citchennai.net,password123,STUDENT,23ECE619,ECE
Student 620,student620@citchennai.net,password123,STUDENT,21CIVIL620,CIVIL
Student 621,student621@citchennai.net,password123,STUDENT,23AI-DS621,AI-DS
Student 622,student622@citchennai.net,password123,STUDENT,24BME622,BME
Student 623,student623@citchennai.net,password123,STUDENT,21EEE623,EEE
Student 624,student624@citchennai.net,password123,STUDENT,22EEE624,EEE
Student 625,student625@citchennai.net,password123,STUDENT,24BME625,BME
Student 626,student626@citchennai.net,password123,STUDENT,23CSE626,CSE
Student 627,student627@citchennai.net,password123,STUDENT,21CIVIL627,CIVIL
Student 628,student628@citchennai.net,password123,STUDENT,24BME628,BME
Student 629,student629@citchennai.net,password123,STUDENT,21MECH629,MECH
Student 630,student630@citchennai.net,password123,STUDENT,22MECH630,MECH
Student 631,student631@citchennai.net,password123,STUDENT,21CIVIL631,CIVIL
Student 632,student632@citchennai.net,password123,STUDENT,21AI-DS632,AI-DS
Student 633,student633@citchennai.net,password123,STUDENT,24IT633,IT
Student 634,student634@citchennai.net,password123,STUDENT,21MECH634,MECH
Student 635,student635@citchennai.net,password123,STUDENT,21BME635,BME
Student 636,student636@citchennai.net,password123,STUDENT,24CSE636,CSE
Student 637,student637@citchennai.net,password123,STUDENT,21EEE637,EEE
Student 638,student638@citchennai.net,password123,STUDENT,24CIVIL638,CIVIL
Student 639,student639@citchennai.net,password123,STUDENT,23AI-DS639,AI-DS
Student 640,student640@citchennai.net,password123,STUDENT,22CSE640,CSE
Student 641,student641@citchennai.net,password123,STUDENT,21ECE641,ECE
Student 642,student642@citchennai.net,password123,STUDENT,24CSE642,CSE
Student 643,student643@citchennai.net,password123,STUDENT,24MECH643,MECH
Student 644,student644@citchennai.net,password123,STUDENT,21AI-DS644,AI-DS
Student 645,student645@citchennai.net,password123,STUDENT,23EEE645,EEE
Student 646,student646@citchennai.net,password123,STUDENT,21CSE646,CSE
Student 647,student647@citchennai.net,password123,STUDENT,24AI-DS647,AI-DS
Student 648,student648@citchennai.net,password123,STUDENT,23BME648,BME
Student 649,student649@citchennai.net,password123,STUDENT,23CIVIL649,CIVIL
Student 650,student650@citchennai.net,password123,STUDENT,24BME650,BME
Student 651,student651@citchennai.net,password123,STUDENT,24CIVIL651,CIVIL
Student 652,student652@citchennai.net,password123,STUDENT,23CSE652,CSE
Student 653,student653@citchennai.net,password123,STUDENT,22MECH653,MECH
Student 654,student654@citchennai.net,password123,STUDENT,23AI-DS654,AI-DS
Student 655,student655@citchennai.net,password123,STUDENT,24AI-DS655,AI-DS
Student 656,student656@citchennai.net,password123,STUDENT,22CIVIL656,CIVIL
Student 657,student657@citchennai.net,password123,STUDENT,23BME657,BME
Student 658,student658@citchennai.net,password123,STUDENT,22CSE658,CSE
Student 659,student659@citchennai.net,password123,STUDENT,22BME659,BME
Student 660,student660@citchennai.net,password123,STUDENT,23BME660,BME
Student 661,student661@citchennai.net,password123,STUDENT,23AI-DS661,AI-DS
Student 662,student662@citchennai.net,password123,STUDENT,21ECE662,ECE
Student 663,student663@citchennai.net,password123,STUDENT,23CSE663,CSE
Student 664,student664@citchennai.net,password123,STUDENT,21BME664,BME
Student 665,student665@citchennai.net,password123,STUDENT,21IT665,IT
Student 666,student666@citchennai.net,password123,STUDENT,23EEE666,EEE
Student 667,student667@citchennai.net,password123,STUDENT,23CSE667,CSE
Student 668,student668@citchennai.net,password123,STUDENT,22CIVIL668,CIVIL
Student 669,student669@citchennai.net,password123,STUDENT,23CSE669,CSE
Student 670,student670@citchennai.net,password123,STUDENT,21EEE670,EEE
Student 671,student671@citchennai.net,password123,STUDENT,24BME671,BME
Student 672,student672@citchennai.net,password123,STUDENT,21MECH672,MECH
Student 673,student673@citchennai.net,password123,STUDENT,21EEE673,EEE
Student 674,student674@citchennai.net,password123,STUDENT,22CIVIL674,CIVIL
Student 675,student675@citchennai.net,password123,STUDENT,24MECH675,MECH
Student 676,student676@citchennai.net,password123,STUDENT,22ECE676,ECE
Student 677,student677@citchennai.net,password123,STUDENT,24CIVIL677,CIVIL
Student 678,student678@citchennai.net,password123,STUDENT,23BME678,BME
Student 679,student679@citchennai.net,password123,STUDENT,24IT679,IT
Student 680,student680@citchennai.net,password123,STUDENT,24CSE680,CSE
Student 681,student681@citchennai.net,password123,STUDENT,24CIVIL681,CIVIL
Student 682,student682@citchennai.net,password123,STUDENT,21EEE682,EEE
Student 683,student683@citchennai.net,password123,STUDENT,22MECH683,MECH
Student 684,student684@citchennai.net,password123,STUDENT,21EEE684,EEE
Student 685,student685@citchennai.net,password123,STUDENT,24ECE685,ECE
Student 686,student686@citchennai.net,password123,STUDENT,21BME686,BME
Student 687,student687@citchennai.net,password123,STUDENT,23AI-DS687,AI-DS
Student 688,student688@citchennai.net,password123,STUDENT,24IT688,IT
Student 689,student689@citchennai.net,password123,STUDENT,22BME689,BME
Student 690,student690@citchennai.net,password123,STUDENT,21ECE690,ECE
Student 691,student691@citchennai.net,password123,STUDENT,21MECH691,MECH
Student 692,student692@citchennai.net,password123,STUDENT,24MECH692,MECH
Student 693,student693@citchennai.net,password123,STUDENT,21ECE693,ECE
Student 694,student694@citchennai.net,password123,STUDENT,21MECH694,MECH
Student 695,student695@citchennai.net,password123,STUDENT,24IT695,IT
Student 696,student696@citchennai.net,password123,STUDENT,24CIVIL696,CIVIL
Student 697,student697@citchennai.net,password123,STUDENT,23ECE697,ECE
Student 698,student698@citchennai.net,password123,STUDENT,23CIVIL698,CIVIL
Student 699,student699@citchennai.net,password123,STUDENT,22CIVIL699,CIVIL
Student 700,student700@citchennai.net,password123,STUDENT,23BME700,BME
Student 701,student701@citchennai.net,password123,STUDENT,24AI-DS701,AI-DS
Student 702,student702@citchennai.net,password123,STUDENT,24ECE702,ECE
Student 703,student703@citchennai.net,password123,STUDENT,23BME703,BME
Student 704,student704@citchennai.net,password123,STUDENT,21AI-DS704,AI-DS
Student 705,student705@citchennai.net,password123,STUDENT,21MECH705,MECH
Student 706,student706@citchennai.net,password123,STUDENT,24BME706,BME
Student 707,student707@citchennai.net,password123,STUDENT,21CIVIL707,CIVIL
Student 708,student708@citchennai.net,password123,STUDENT,23CSE708,CSE
Student 709,student709@citchennai.net,password123,STUDENT,22ECE709,ECE
Student 710,student710@citchennai.net,password123,STUDENT,22EEE710,EEE
Student 711,student711@citchennai.net,password123,STUDENT,21BME711,BME
Student 712,student712@citchennai.net,password123,STUDENT,24ECE712,ECE
Student 713,student713@citchennai.net,password123,STUDENT,23BME713,BME
Student 714,student714@citchennai.net,password123,STUDENT,23CSE714,CSE
Student 715,student715@citchennai.net,password123,STUDENT,24IT715,IT
Student 716,student716@citchennai.net,password123,STUDENT,24CSE716,CSE
Student 717,student717@citchennai.net,password123,STUDENT,24EEE717,EEE
Student 718,student718@citchennai.net,password123,STUDENT,22EEE718,EEE
Student 719,student719@citchennai.net,password123,STUDENT,23ECE719,ECE
Student 720,student720@citchennai.net,password123,STUDENT,21CIVIL720,CIVIL
Student 721,student721@citchennai.net,password123,STUDENT,23IT721,IT
Student 722,student722@citchennai.net,password123,STUDENT,21AI-DS722,AI-DS
Student 723,student723@citchennai.net,password123,STUDENT,23ECE723,ECE
Student 724,student724@citchennai.net,password123,STUDENT,24AI-DS724,AI-DS
Student 725,student725@citchennai.net,password123,STUDENT,23BME725,BME
Student 726,student726@citchennai.net,password123,STUDENT,24BME726,BME
Student 727,student727@citchennai.net,password123,STUDENT,21CSE727,CSE
Student 728,student728@citchennai.net,password123,STUDENT,23ECE728,ECE
Student 729,student729@citchennai.net,password123,STUDENT,22CIVIL729,CIVIL
Student 730,student730@citchennai.net,password123,STUDENT,22ECE730,ECE
Student 731,student731@citchennai.net,password123,STUDENT,21EEE731,EEE
Student 732,student732@citchennai.net,password123,STUDENT,21CSE732,CSE
Student 733,student733@citchennai.net,password123,STUDENT,21MECH733,MECH
Student 734,student734@citchennai.net,password123,STUDENT,22CIVIL734,CIVIL
Student 735,student735@citchennai.net,password123,STUDENT,22ECE735,ECE
Student 736,student736@citchennai.net,password123,STUDENT,23ECE736,ECE
Student 737,student737@citchennai.net,password123,STUDENT,22MECH737,MECH
Student 738,student738@citchennai.net,password123,STUDENT,23IT738,IT
Student 739,student739@citchennai.net,password123,STUDENT,24EEE739,EEE
Student 740,student740@citchennai.net,password123,STUDENT,21ECE740,ECE
Student 741,student741@citchennai.net,password123,STUDENT,22CIVIL741,CIVIL
Student 742,student742@citchennai.net,password123,STUDENT,21ECE742,ECE
Student 743,student743@citchennai.net,password123,STUDENT,22EEE743,EEE
Student 744,student744@citchennai.net,password123,STUDENT,22CSE744,CSE
Student 745,student745@citchennai.net,password123,STUDENT,24IT745,IT
Student 746,student746@citchennai.net,password123,STUDENT,22AI-DS746,AI-DS
Student 747,student747@citchennai.net,password123,STUDENT,22AI-DS747,AI-DS
Student 748,student748@citchennai.net,password123,STUDENT,21AI-DS748,AI-DS
Student 749,student749@citchennai.net,password123,STUDENT,22MECH749,MECH
Student 750,student750@citchennai.net,password123,STUDENT,21MECH750,MECH
Student 751,student751@citchennai.net,password123,STUDENT,24CIVIL751,CIVIL
Student 752,student752@citchennai.net,password123,STUDENT,24AI-DS752,AI-DS
Student 753,student753@citchennai.net,password123,STUDENT,23ECE753,ECE
Student 754,student754@citchennai.net,password123,STUDENT,21ECE754,ECE
Student 755,student755@citchennai.net,password123,STUDENT,22IT755,IT
Student 756,student756@citchennai.net,password123,STUDENT,22CSE756,CSE
Student 757,student757@citchennai.net,password123,STUDENT,22MECH757,MECH
Student 758,student758@citchennai.net,password123,STUDENT,21MECH758,MECH
Student 759,student759@citchennai.net,password123,STUDENT,22MECH759,MECH
Student 760,student760@citchennai.net,password123,STUDENT,21CIVIL760,CIVIL
Student 761,student761@citchennai.net,password123,STUDENT,21CSE761,CSE
Student 762,student762@citchennai.net,password123,STUDENT,22EEE762,EEE
Student 763,student763@citchennai.net,password123,STUDENT,23CSE763,CSE
Student 764,student764@citchennai.net,password123,STUDENT,23CIVIL764,CIVIL
Student 765,student765@citchennai.net,password123,STUDENT,24MECH765,MECH
Student 766,student766@citchennai.net,password123,STUDENT,23ECE766,ECE
Student 767,student767@citchennai.net,password123,STUDENT,22BME767,BME
Student 768,student768@citchennai.net,password123,STUDENT,21AI-DS768,AI-DS
Student 769,student769@citchennai.net,password123,STUDENT,22BME769,BME
Student 770,student770@citchennai.net,password123,STUDENT,23IT770,IT
Student 771,student771@citchennai.net,password123,STUDENT,23IT771,IT
Student 772,student772@citchennai.net,password123,STUDENT,23IT772,IT
Student 773,student773@citchennai.net,password123,STUDENT,22AI-DS773,AI-DS
Student 774,student774@citchennai.net,password123,STUDENT,23IT774,IT
Student 775,student775@citchennai.net,password123,STUDENT,24ECE775,ECE
Student 776,student776@citchennai.net,password123,STUDENT,21CIVIL776,CIVIL
Student 777,student777@citchennai.net,password123,STUDENT,23ECE777,ECE
Student 778,student778@citchennai.net,password123,STUDENT,23AI-DS778,AI-DS
Student 779,student779@citchennai.net,password123,STUDENT,24BME779,BME
Student 780,student780@citchennai.net,password123,STUDENT,24CSE780,CSE
Student 781,student781@citchennai.net,password123,STUDENT,24EEE781,EEE
Student 782,student782@citchennai.net,password123,STUDENT,21AI-DS782,AI-DS
Student 783,student783@citchennai.net,password123,STUDENT,22ECE783,ECE
Student 784,student784@citchennai.net,password123,STUDENT,21AI-DS784,AI-DS
Student 785,student785@citchennai.net,password123,STUDENT,22AI-DS785,AI-DS
Student 786,student786@citchennai.net,password123,STUDENT,23ECE786,ECE
Student 787,student787@citchennai.net,password123,STUDENT,24EEE787,EEE
Student 788,student788@citchennai.net,password123,STUDENT,23CIVIL788,CIVIL
Student 789,student789@citchennai.net,password123,STUDENT,23BME789,BME
Student 790,student790@citchennai.net,password123,STUDENT,22EEE790,EEE
Student 791,student791@citchennai.net,password123,STUDENT,24BME791,BME
Student 792,student792@citchennai.net,password123,STUDENT,22AI-DS792,AI-DS
Student 793,student793@citchennai.net,password123,STUDENT,24CSE793,CSE
Student 794,student794@citchennai.net,password123,STUDENT,24CSE794,CSE
Student 795,student795@citchennai.net,password123,STUDENT,22ECE795,ECE
Student 796,student796@citchennai.net,password123,STUDENT,22AI-DS796,AI-DS
Student 797,student797@citchennai.net,password123,STUDENT,23CSE797,CSE
Student 798,student798@citchennai.net,password123,STUDENT,22BME798,BME
Student 799,student799@citchennai.net,password123,STUDENT,24BME799,BME
Student 800,student800@citchennai.net,password123,STUDENT,21CSE800,CSE
Student 801,student801@citchennai.net,password123,STUDENT,21IT801,IT
Student 802,student802@citchennai.net,password123,STUDENT,21IT802,IT
Student 803,student803@citchennai.net,password123,STUDENT,21MECH803,MECH
Student 804,student804@citchennai.net,password123,STUDENT,21AI-DS804,AI-DS
Student 805,student805@citchennai.net,password123,STUDENT,23IT805,IT
Student 806,student806@citchennai.net,password123,STUDENT,23BME806,BME
Student 807,student807@citchennai.net,password123,STUDENT,21CIVIL807,CIVIL
Student 808,student808@citchennai.net,password123,STUDENT,21BME808,BME
Student 809,student809@citchennai.net,password123,STUDENT,21CSE809,CSE
Student 810,student810@citchennai.net,password123,STUDENT,21AI-DS810,AI-DS
Student 811,student811@citchennai.net,password123,STUDENT,24BME811,BME
